0	0.523599	0	0.523599	0
0.001	0.523596	-0.00490499	0.523599	-1.38905e-08
0.002	0.523589	-0.00980989	0.523599	-1.11124e-07
0.003	0.523577	-0.0147146	0.523599	-3.75046e-07
0.004	0.52356	-0.0196191	0.523599	-8.89003e-07
0.005	0.523537	-0.0245233	0.523599	-1.73635e-06
0.006	0.52351	-0.029427	0.523599	-3.00044e-06
0.007	0.523479	-0.0343302	0.523599	-4.76463e-06
0.008	0.523442	-0.0392329	0.523599	-7.11231e-06
0.009	0.5234	-0.0441349	0.523599	-1.01269e-05
0.01	0.523354	-0.0490361	0.523599	-1.38917e-05
0.011	0.523302	-0.0539365	0.523599	-1.84901e-05
0.012	0.523246	-0.058836	0.523599	-2.40057e-05
0.013	0.523184	-0.0637345	0.523599	-3.05218e-05
0.014	0.523118	-0.0686319	0.523599	-3.81218e-05
0.015	0.523047	-0.0735281	0.523599	-4.68893e-05
0.016	0.522971	-0.0784231	0.523599	-5.69077e-05
0.017	0.52289	-0.0833168	0.523598	-6.82606e-05
0.018	0.522805	-0.088209	0.523598	-8.10315e-05
0.019	0.522714	-0.0930997	0.523598	-9.53038e-05
0.02	0.522618	-0.0979889	0.523598	-0.000111161
0.021	0.522518	-0.102876	0.523598	-0.000128688
0.022	0.522413	-0.107762	0.523598	-0.000147966
0.023	0.522302	-0.112646	0.523598	-0.000169081
0.024	0.522187	-0.117528	0.523598	-0.000192115
0.025	0.522067	-0.122408	0.523597	-0.000217153
0.026	0.521942	-0.127286	0.523597	-0.000244277
0.027	0.521813	-0.132162	0.523597	-0.000273573
0.028	0.521678	-0.137035	0.523597	-0.000305124
0.029	0.521539	-0.141906	0.523596	-0.000339013
0.03	0.521394	-0.146775	0.523596	-0.000375325
0.031	0.521245	-0.151641	0.523596	-0.000414143
0.032	0.521091	-0.156505	0.523595	-0.000455551
0.033	0.520932	-0.161366	0.523595	-0.000499634
0.034	0.520768	-0.166224	0.523594	-0.000546475
0.035	0.5206	-0.171079	0.523594	-0.000596159
0.036	0.520426	-0.175932	0.523593	-0.000648769
0.037	0.520248	-0.180781	0.523592	-0.00070439
0.038	0.520065	-0.185628	0.523592	-0.000763106
0.039	0.519877	-0.190471	0.523591	-0.000825001
0.04	0.519684	-0.195311	0.52359	-0.00089016
0.041	0.519486	-0.200147	0.523589	-0.000958666
0.042	0.519283	-0.204981	0.523588	-0.0010306
0.043	0.519076	-0.20981	0.523587	-0.00110606
0.044	0.518864	-0.214636	0.523586	-0.00118512
0.045	0.518647	-0.219459	0.523585	-0.00126786
0.046	0.518425	-0.224277	0.523583	-0.00135437
0.047	0.518198	-0.229092	0.523582	-0.00144474
0.048	0.517967	-0.233903	0.52358	-0.00153904
0.049	0.51773	-0.23871	0.523579	-0.00163737
0.05	0.517489	-0.243513	0.523577	-0.00173981
0.051	0.517243	-0.248312	0.523575	-0.00184644
0.052	0.516993	-0.253106	0.523573	-0.00195735
0.053	0.516737	-0.257896	0.523571	-0.00207262
0.054	0.516477	-0.262682	0.523569	-0.00219234
0.055	0.516212	-0.267463	0.523567	-0.0023166
0.056	0.515942	-0.272239	0.523565	-0.00244547
0.057	0.515667	-0.277011	0.523562	-0.00257905
0.058	0.515388	-0.281778	0.523559	-0.00271741
0.059	0.515104	-0.28654	0.523557	-0.00286065
0.06	0.514815	-0.291298	0.523554	-0.00300884
0.061	0.514521	-0.29605	0.523551	-0.00316208
0.062	0.514223	-0.300797	0.523547	-0.00332045
0.063	0.51392	-0.305539	0.523544	-0.00348403
0.064	0.513612	-0.310276	0.52354	-0.00365291
0.065	0.513299	-0.315008	0.523537	-0.00382718
0.066	0.512982	-0.319734	0.523533	-0.00400692
0.067	0.51266	-0.324454	0.523529	-0.00419221
0.068	0.512333	-0.329169	0.523524	-0.00438315
0.069	0.512001	-0.333878	0.52352	-0.00457981
0.07	0.511665	-0.338582	0.523515	-0.00478228
0.071	0.511324	-0.343279	0.52351	-0.00499065
0.072	0.510978	-0.347971	0.523505	-0.00520501
0.073	0.510628	-0.352657	0.5235	-0.00542544
0.074	0.510273	-0.357336	0.523494	-0.00565202
0.075	0.509913	-0.36201	0.523489	-0.00588484
0.076	0.509549	-0.366677	0.523483	-0.00612398
0.077	0.50918	-0.371338	0.523476	-0.00636954
0.078	0.508806	-0.375992	0.52347	-0.0066216
0.079	0.508428	-0.38064	0.523463	-0.00688024
0.08	0.508045	-0.385281	0.523456	-0.00714556
0.081	0.507658	-0.389916	0.523449	-0.00741762
0.082	0.507265	-0.394544	0.523441	-0.00769653
0.083	0.506868	-0.399165	0.523433	-0.00798237
0.084	0.506467	-0.403779	0.523425	-0.00827522
0.085	0.506061	-0.408386	0.523417	-0.00857517
0.086	0.50565	-0.412986	0.523408	-0.0088823
0.087	0.505235	-0.417579	0.523399	-0.00919671
0.088	0.504815	-0.422164	0.52339	-0.00951847
0.089	0.504391	-0.426742	0.52338	-0.00984767
0.09	0.503962	-0.431313	0.52337	-0.0101844
0.091	0.503528	-0.435876	0.52336	-0.0105288
0.092	0.50309	-0.440432	0.523349	-0.0108808
0.093	0.502647	-0.44498	0.523338	-0.0112406
0.094	0.5022	-0.44952	0.523326	-0.0116083
0.095	0.501748	-0.454052	0.523315	-0.011984
0.096	0.501292	-0.458577	0.523303	-0.0123677
0.097	0.500831	-0.463093	0.52329	-0.0127596
0.098	0.500366	-0.467602	0.523277	-0.0131596
0.099	0.499896	-0.472102	0.523264	-0.013568
0.1	0.499421	-0.476594	0.52325	-0.0139847
0.101	0.498943	-0.481077	0.523236	-0.0144099
0.102	0.498459	-0.485552	0.523221	-0.0148437
0.103	0.497971	-0.490019	0.523206	-0.0152861
0.104	0.497479	-0.494477	0.52319	-0.0157372
0.105	0.496982	-0.498927	0.523174	-0.0161972
0.106	0.496481	-0.503367	0.523158	-0.0166661
0.107	0.495976	-0.507799	0.523141	-0.0171439
0.108	0.495466	-0.512222	0.523124	-0.0176308
0.109	0.494951	-0.516636	0.523106	-0.0181269
0.11	0.494432	-0.521041	0.523088	-0.0186322
0.111	0.493909	-0.525436	0.523069	-0.0191468
0.112	0.493382	-0.529823	0.523049	-0.0196709
0.113	0.49285	-0.5342	0.523029	-0.0202044
0.114	0.492313	-0.538568	0.523009	-0.0207476
0.115	0.491772	-0.542926	0.522988	-0.0213004
0.116	0.491227	-0.547275	0.522966	-0.0218629
0.117	0.490678	-0.551614	0.522944	-0.0224353
0.118	0.490124	-0.555943	0.522921	-0.0230176
0.119	0.489566	-0.560262	0.522898	-0.0236099
0.12	0.489004	-0.564572	0.522874	-0.0242122
