0	0.785398	0	0.523599	0
0.001	0.78539	-0.0155514	0.5236	0.00260575
0.002	0.785367	-0.0311025	0.523604	0.00521147
0.003	0.785328	-0.0466532	0.523611	0.00781712
0.004	0.785274	-0.0622032	0.52362	0.0104227
0.005	0.785204	-0.0777524	0.523631	0.0130281
0.006	0.785118	-0.0933003	0.523646	0.0156334
0.007	0.785017	-0.108847	0.523663	0.0182384
0.008	0.784901	-0.124392	0.523682	0.0208433
0.009	0.784768	-0.139935	0.523704	0.0234479
0.01	0.784621	-0.155476	0.523729	0.0260521
0.011	0.784457	-0.171015	0.523756	0.0286561
0.012	0.784279	-0.186552	0.523786	0.0312597
0.013	0.784084	-0.202085	0.523819	0.0338629
0.014	0.783874	-0.217616	0.523854	0.0364656
0.015	0.783649	-0.233144	0.523892	0.0390679
0.016	0.783408	-0.248668	0.523932	0.0416696
0.017	0.783152	-0.264188	0.523975	0.0442708
0.018	0.78288	-0.279705	0.524021	0.0468714
0.019	0.782592	-0.295217	0.524069	0.0494713
0.02	0.782289	-0.310726	0.52412	0.0520706
0.021	0.781971	-0.326229	0.524173	0.0546691
0.022	0.781637	-0.341728	0.524229	0.0572668
0.023	0.781287	-0.357222	0.524288	0.0598638
0.024	0.780922	-0.37271	0.524349	0.0624598
0.025	0.780542	-0.388193	0.524413	0.065055
0.026	0.780146	-0.40367	0.524479	0.0676491
0.027	0.779735	-0.419141	0.524548	0.0702423
0.028	0.779308	-0.434605	0.524619	0.0728343
0.029	0.778865	-0.450064	0.524693	0.0754253
0.03	0.778408	-0.465515	0.52477	0.078015
0.031	0.777934	-0.48096	0.52485	0.0806035
0.032	0.777446	-0.496397	0.524931	0.0831906
0.033	0.776942	-0.511826	0.525016	0.0857764
0.034	0.776422	-0.527248	0.525103	0.0883607
0.035	0.775887	-0.542662	0.525193	0.0909435
0.036	0.775337	-0.558068	0.525285	0.0935247
0.037	0.774771	-0.573465	0.52538	0.0961043
0.038	0.77419	-0.588853	0.525477	0.0986821
0.039	0.773593	-0.604232	0.525577	0.101258
0.04	0.772981	-0.619602	0.52568	0.103832
0.041	0.772354	-0.634962	0.525785	0.106404
0.042	0.771712	-0.650313	0.525892	0.108974
0.043	0.771054	-0.665653	0.526003	0.111542
0.044	0.77038	-0.680983	0.526115	0.114108
0.045	0.769692	-0.696302	0.526231	0.116671
0.046	0.768988	-0.71161	0.526349	0.119232
0.047	0.768268	-0.726907	0.526469	0.121791
0.048	0.767534	-0.742193	0.526592	0.124347
0.049	0.766784	-0.757466	0.526718	0.1269
0.05	0.766019	-0.772728	0.526846	0.12945
0.051	0.765239	-0.787977	0.526977	0.131997
0.052	0.764443	-0.803214	0.52711	0.134541
0.053	0.763632	-0.818437	0.527246	0.137082
0.054	0.762806	-0.833648	0.527384	0.13962
0.055	0.761965	-0.848844	0.527525	0.142154
0.056	0.761108	-0.864027	0.527669	0.144685
0.057	0.760237	-0.879196	0.527815	0.147212
0.058	0.75935	-0.89435	0.527963	0.149735
0.059	0.758448	-0.90949	0.528114	0.152255
0.06	0.757531	-0.924614	0.528268	0.15477
0.061	0.756599	-0.939723	0.528424	0.157281
0.062	0.755652	-0.954816	0.528582	0.159787
0.063	0.754689	-0.969893	0.528743	0.162289
0.064	0.753712	-0.984954	0.528907	0.164787
0.065	0.752719	-0.999998	0.529073	0.167279
0.066	0.751712	-1.01502	0.529241	0.169767
0.067	0.750689	-1.03003	0.529412	0.172249
0.068	0.749652	-1.04503	0.529586	0.174726
0.069	0.748599	-1.06	0.529762	0.177197
0.07	0.747532	-1.07496	0.52994	0.179663
0.071	0.746449	-1.08989	0.530121	0.182123
0.072	0.745352	-1.10481	0.530304	0.184576
0.073	0.74424	-1.11971	0.53049	0.187024
0.074	0.743113	-1.13459	0.530678	0.189465
0.075	0.741971	-1.14944	0.530869	0.191899
0.076	0.740814	-1.16428	0.531062	0.194327
0.077	0.739642	-1.1791	0.531258	0.196747
0.078	0.738455	-1.19389	0.531456	0.19916
0.079	0.737254	-1.20867	0.531656	0.201565
0.08	0.736038	-1.22342	0.531859	0.203963
0.081	0.734807	-1.23815	0.532064	0.206353
0.082	0.733562	-1.25285	0.532272	0.208735
0.083	0.732302	-1.26754	0.532482	0.211108
0.084	0.731027	-1.2822	0.532694	0.213472
0.085	0.729737	-1.29683	0.532908	0.215828
0.086	0.728433	-1.31144	0.533125	0.218174
0.087	0.727114	-1.32603	0.533345	0.220511
0.088	0.725781	-1.34059	0.533566	0.222839
0.089	0.724433	-1.35513	0.53379	0.225156
0.09	0.723071	-1.36963	0.534017	0.227463
0.091	0.721694	-1.38412	0.534245	0.22976
0.092	0.720303	-1.39857	0.534476	0.232046
0.093	0.718897	-1.413	0.534709	0.234321
0.094	0.717477	-1.4274	0.534945	0.236584
0.095	0.716042	-1.44178	0.535183	0.238836
0.096	0.714593	-1.45612	0.535423	0.241076
