0	0.523599	0	0.523599	0
0.001	0.523596	-0.00653998	0.523599	-1.11124e-08
0.002	0.523586	-0.0130799	0.523599	-8.88999e-08
0.003	0.523569	-0.0196195	0.523599	-3.0004e-07
0.004	0.523546	-0.0261588	0.523599	-7.11216e-07
0.005	0.523517	-0.0326977	0.523599	-1.38912e-06
0.006	0.523481	-0.039236	0.523599	-2.40045e-06
0.007	0.523439	-0.0457736	0.523599	-3.81193e-06
0.008	0.52339	-0.0523105	0.523599	-5.69028e-06
0.009	0.523334	-0.0588465	0.523599	-8.10227e-06
0.01	0.523272	-0.0653815	0.523599	-1.11147e-05
0.011	0.523203	-0.0719153	0.523599	-1.47942e-05
0.012	0.523128	-0.078448	0.523599	-1.92078e-05
0.013	0.523046	-0.0849793	0.523599	-2.44223e-05
0.014	0.522958	-0.0915092	0.523599	-3.05046e-05
0.015	0.522863	-0.0980375	0.523599	-3.75215e-05
0.016	0.522762	-0.104564	0.523599	-4.554e-05
0.017	0.522654	-0.111089	0.523599	-5.46272e-05
0.018	0.52254	-0.117612	0.523598	-6.48501e-05
0.019	0.522419	-0.124133	0.523598	-7.62758e-05
0.02	0.522292	-0.130652	0.523598	-8.89713e-05
0.021	0.522158	-0.137168	0.523598	-0.000103004
0.022	0.522017	-0.143683	0.523598	-0.000118441
0.023	0.52187	-0.150195	0.523598	-0.000135349
0.024	0.521717	-0.156704	0.523598	-0.000153797
0.025	0.521557	-0.163211	0.523598	-0.000173851
0.026	0.52139	-0.169714	0.523598	-0.000195579
0.027	0.521217	-0.176215	0.523597	-0.000219048
0.028	0.521038	-0.182713	0.523597	-0.000244326
0.029	0.520852	-0.189208	0.523597	-0.000271481
0.03	0.52066	-0.1957	0.523597	-0.00030058
0.031	0.520461	-0.202188	0.523596	-0.000331691
0.032	0.520255	-0.208673	0.523596	-0.000364883
0.033	0.520043	-0.215154	0.523595	-0.000400222
0.034	0.519825	-0.221632	0.523595	-0.000437778
0.035	0.5196	-0.228105	0.523595	-0.000477618
0.036	0.519369	-0.234575	0.523594	-0.000519811
0.037	0.519131	-0.241041	0.523594	-0.000564424
0.038	0.518887	-0.247503	0.523593	-0.000611527
0.039	0.518636	-0.253961	0.523592	-0.000661187
0.04	0.518379	-0.260414	0.523592	-0.000713473
0.041	0.518115	-0.266863	0.523591	-0.000768455
0.042	0.517845	-0.273307	0.52359	-0.0008262
0.043	0.517568	-0.279746	0.523589	-0.000886778
0.044	0.517285	-0.286181	0.523588	-0.000950257
0.045	0.516996	-0.292611	0.523587	-0.00101671
0.046	0.5167	-0.299035	0.523586	-0.0010862
0.047	0.516398	-0.305455	0.523585	-0.0011588
0.048	0.516089	-0.31187	0.523584	-0.00123457
0.049	0.515774	-0.318279	0.523583	-0.0013136
0.05	0.515453	-0.324682	0.523581	-0.00139594
0.051	0.515125	-0.33108	0.52358	-0.00148167
0.052	0.514791	-0.337473	0.523578	-0.00157086
0.053	0.51445	-0.343859	0.523577	-0.00166357
0.054	0.514103	-0.35024	0.523575	-0.00175988
0.055	0.513749	-0.356614	0.523573	-0.00185986
0.056	0.51339	-0.362983	0.523571	-0.00196357
0.057	0.513023	-0.369345	0.523569	-0.0020711
